Sentence,Sentiment
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,positive
Whats Better Than a Valentine Card? A Valentine Biscuit!,neutral
Novo Nordisk downgraded by UBS on concerns over drug launch cost,negative
"Australia central bank pumps liquidity, proposes bond buys to ease financial conditions https://t.co/JkbAPjX6Yv https://t.co/GFYiDHmP2U",neutral
"Baidu Leads the Way in Innovation with 5,712 Artificial Intelligence Patent Applications  https://t.co/btciiZtLpZ",positive
"Morgan Stanley upgrades Nvidia to buy, predicting 2020 will be 'a return to solid growth' https://t.co/9gTGxKbSGj",positive
BAC Back run down to 11.75 area to consolidate.. Sell Off &  Profit Take !,negative
The ise of Google Play: App Annie Index January 2013   h/t user GOOG AAP,positive
CORRECT: Tapestry Q2 Kate Spade sales $430 mln vs. $428 mln; FactSet consensus $420.4 mln,positive
"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .",positive
looks like someone got tired of BJI going down today,negative
NG - traditional and AT point and figure - bullish BY signals multiyear high,positive
"Stock buybacks jump by 6.3% in Q3 2019, S&P Dow Jones says",positive
$REGN - Regeneron Pharmaceuticals (REGN) Presents At Jefferies Global Healthcare Conference - Slideshow. Subscribe https://t.co/VGncSdz2a0,neutral
Added 50k shares $CHFS thanks for the pullback !!,positive
Hong Kongs pro-democracy candidates won an overwhelming victory in district council elections on Sunday after mont https://t.co/x6TIyihqT9,neutral
AAP just remember knees AND toes come after head and shoulders,negative
ChinaÃ¢â¬â¢s burgeoning market for bonds backed by mortgages and car loans is facing its first major test https://t.co/ywHrzgBm6r,negative
Teen used ghost gun in California high school shooting https://t.co/AFzUEK7oi9,neutral
Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,positive
Ukraines Zelensky stands firm in first encounter with Putin over Crimea https://t.co/9HmMpNGbrx,neutral
London Stock Exchange Ã¢â¬â Deutsche Boerse merger under threat from Brexit,negative
AA i don't like the SPIN on operational cash flow,negative
Glencore blames rivals for creating metals glut,negative
Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,negative
Morrisons book second consecutive quarter of sales growth,positive
good end of day volume coming into DECK and MAKO,positive
"Lyft breaks out ahead of earnings as ride sharing sentiment improves (LYFT)    
https://t.co/apMBzsImcc $LYFT",positive
Talentum 's net sales in September were smaller than expected .,negative
"WH held above previous day's lows continuing bounce from the gap fill, SI back above 50",positive
New Sports : FURTHER DELAY IN DESPATCH OF CIRCULAR #NewSports #Stock #MarketScreener https://t.co/J4c98CCFUC https://t.co/ZHr7Tl82R8,neutral
FB I do wonder if the same shorts in FB today were in NKD last year at 80. They seem to be making the same argument. QQQ XK,positive
6 Guru Stocks Expanding Earnings,neutral
JCC this will turn and be the darling agian up very big - I am OADING up down here - mark my words 1.75 - will re share at 2.15++ target,positive
Huston we have a GEEN AAP,positive
Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9,positive
The agreement includes application maintenance and support services .,neutral
M. and a Master of Business Administration MBA .,neutral
AAP Still long.  Bulls in charge today.,positive
"Stock-index futures hold gains after retail sales, import prices data",neutral
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,negative
$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good,negative
FDA inspections of overseas pharmaceutical manufacturers declined 10% from 2016 to 2018 https://t.co/oVJiZUmgYT,neutral
"Nasdaq-100 futures down 2 points, or less than 0.1%",negative
"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .",neutral
Trump's budget proposes sale from emergency oil reserve,neutral
Oil futures finish lower after posting 2 consecutive weekly gains,negative
PG&E nears $1.7B settlement tied to 2017 California wildfires - Bloomberg,positive
user AKAM on the radar as a potential short vs 39.30,negative
"Will Not Sell Any Share In Yes Bank For Next 3 Years, Says SBI Chairman
https://t.co/X9JRhxWCrV",positive
"BAC rolling over, could see 11.02 again. Bulls have to wait for a better setup here",negative
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",negative
PURE Bioscience Reports Fiscal 2020 Q1 Financial Results,neutral
$AQST: Aquestive Therapeutics confirms FDA approval for Exservan Oral Film for the treatment of amyotrophic lateral https://t.co/PIRPvqJ4s7,positive
ONG CNE at 13.91,negative
BAC Obama is slowing the rally... Ouch !,negative
Nestle Passes on Dessert as Its CEO Skips Straight to Coffee,neutral
"U.S. Payrolls, German Recession Risk, BOEs Mystery: Eco Day",neutral
"""This game came out of nowhere... Effectively they just surprise launched on everyone, and the entire gaming world https://t.co/DfFWHDvFzO",neutral
"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",neutral
AAP  reloaded and ready to keep going up + 4%  today? I would be good with 3 ;),positive
Belden stock price target raised to $56 vs. $54 at SunTrust Robinson Humphrey,positive
Overbought stock market pauses after this week's rally,negative
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive
Explainer: How the Fed's latest move will get money to Main Street #economy #MarketScreener https://t.co/x3pgUHAqsa https://t.co/NtM1SzX2fR,neutral
Amplitude Healthcare Acquisition prices $100M initial public offering,neutral
NKT - this gets to 9.60 will go thru 10.00 on the radar watch!!!!!,positive
"Sensex down 3,270 points at 26,646, Nifty near 7,800 as markets resume trading after 45-minute halt amid coronaviruâ¦ https://t.co/8CBbiXXFHn",negative
TalkTalk hires BAE Systems to investigate cyber attack,negative
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,negative
Canada's oil-sands industry may have already built its last big mine https://t.co/Uota9vYdtP,neutral
BlackRockÃ¢â¬â¢s first-quarter profit fell 23% https://t.co/YLdaUS5Rbx,negative
AT&T takes on $5.5 billion loan to boost 'financial flexibility' https://t.co/WtOtgqfD0k https://t.co/Oh5ridf3ib,neutral
Kaman declares $0.20 dividend,neutral
BBY - The new AAP as Apple bleeds on the No Jobs report. Target 55,positive
$AAPL - Apple Could Still Be In For More Pain. https://t.co/DgJ8CAtumt #finance #business #stockmarket,negative
Hargreaves Lansdown share price falls as costs mount - although pensions ...,negative
"A take-private is exactly what it sounds like, but here's a more in-depth explanation https://t.co/H1XHS3ItKx",neutral
US STOCKS-Futures gain as China fuels trade deal optimism,positive
"Ubiquiti EPS misses by $0.06, misses on revenue",negative
CSA Canadian Securities Administrators : October 2019 Monthly Economic Review #CSA #Stock #MarketScreener https://t.co/tQHCUMsSrr,neutral
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",neutral
"In 2009 , KONE had annual net sales of EUR 4.7 billion and approximately 34,000 employees .",neutral
BAC Big Block on 2,positive
The first of the two project phases is expected to be completed by the end of 2012 .,neutral
Did You Miss Immunodiagnostic Systems Holdings's (LON:IDH) 38% Share Price Gain?,positive
Valga Lihatoostus markets its products under the Maks & Moorits trademark .,neutral
user: user: AAP as long as TC  silent this goes down TC is waiting for another check so he can load up user ;),positive
"Nevertheless , Fitch notes that the business fundamentals of the three banks currently remain sound .",positive
SMB adar weak today FAST ADTN CAM,negative
These are the biggest challenges facing the global economy https://t.co/LXFbUKGJiF,neutral
Why Russian Compliance With The Last And Latest OPEC+ Agreements Is Doubtful. Follow this and any other stock on Se https://t.co/uXT5LDt5eP,neutral
"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .",positive
Race Oncology : Expiry of Unlisted Options #RaceOncology #Stock #MarketScreener https://t.co/ZWZCYs16Ih https://t.co/OFJXFQ2XL8,neutral
"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",positive
How did the vaping industry go from viral status to crisis control? https://t.co/CiqLPt4SbB,negative
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",negative
Facebook co-founder eyes direct listing for Asana https://t.co/d2k631l6Ac,neutral
Energy Up On Hopes For Thursday OPEC + Deal -- Energy Roundup #economy #MarketScreener https://t.co/nr6XPt6Dgf https://t.co/nONuhHQC85,positive
Aimia gains 6.3% after settling with dissident shareholders,positive
"According to CEO Matti Karppinen , Frozen Foods posted a good result in 2010 , as it did in 2009 .",positive
These are the top 10 best places to retire. https://t.co/nClRwr8Pv5,neutral
Facing Catastrophe: Loss Of Working Hours To Equal 195m Full-Time Jobs According To UN Agency  https://t.co/JUs99JOK5t,negative
"$ACST if it breaks 78c, it can easily run to $1 definitely on watch.",positive
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",negative
NG signs deal AMP ETF inches forward with holdings of companies in NG SO DIG WTI OI OI CO,positive
"Does AA hold the key for the SPX?  When AA is up on earnings, SPX up +1.90% a mo. later.",positive
Chris Davis' 3rd-Quarter Buys,neutral
"Toyota, Honda Extend China Shutdowns as Virus Gathers Pace",negative
$FLOW: SPX FLOW confirms deal to sell substantial portion of former Power and Energy reportable segment to Apollo... https://t.co/THAiKLuD8X,neutral
"U.S. Dollar to Strengthen Further, Says Ark Capital's Abukarsh",positive
"ES_F Bernanke sees spring slump? Will he blame 25% SPY crash on Italy?Are they hooking plows to vespa scooters,instead of CAT tractors?",negative
Bluebird bio stock price target cut to $86 from $172 at Evercore ISI,negative
5 Bad Decisions That Could Cost You Money at Tax Time,neutral
"""Fade The Rip"": BofA Warns ""Bear Market Far From Over Unless We Escape A Recession""  https://t.co/Ia791Nmx1l",negative
GOOG here is the leader of the pack for the ride down gap fill to 710 coming any higher is a joke,negative
"FAF new highs, still holding. Needs volume here.",positive
Puxin reports Q3 results,neutral
DV time to move South. More picks at,negative
"Buy signal at 70 in ate November 2012 was right on the money, bounced perfectly off the trend line MEI",positive
The idea of saving electricity in data transfer is still a new one .,neutral
"RT @joannechiuhk: The Federal Trade Commission is suing tobacco company Altria to unwind its $12.8 billion investment in Juul, accusing theÃ¢â¬Â¦",negative
AAP Apple Support Further Below by user Below,negative
Business growth in Dubai stalled while jobs disappeared at the fastest pace in at least a decade in the latest sign https://t.co/pIYpJqwLGv,negative
Morneau Shepell declares CAD 0.065 dividend,neutral
AAP  user like the guest said aapl is lacking innovation,negative
"SV GD PA NGT FCX NEM AY - Gold prices traded steady, focus on dollar",negative
"Stock market live updates: Dow down 180, coronavirus names fall, Uber best day ever",neutral
$OPGN what a call  !!!!!!!! Sweeeeeeeeeetttttt,positive
"Oil Algos Confused After Huge Crude Build, Record Production, & OPEC Demand Cut | #FreeZeroHedge https://t.co/xuuXUgkjju",negative
KEX strong start,positive
"KFC is offering what's sure to be the hottest commodity of the season: a hunk of flammable, chicken-scented bliss k https://t.co/kCXhrwbWAp",neutral
316 my measure on $SPY,neutral
Congo Palm-Oil Producer Implicated in Environmental Report,negative
Lighthizer Scores Trifecta of Wins for Trumps Trade Agenda,neutral
It has80 branches in Finland with annual revenue in Finland of ?,neutral
SK the long awaited short squeeze will not happen today!,negative
Diageo sales disappoint as currency and comparatives leave bitter taste,negative
Finnish food industry company L+Ã±nnen Tehtaat is planning changes to its fish product business .,neutral
user jmixer I will wait for 0.57 to re-charge again my weapon against INO,negative
That's a new 52-week high for the Russell 2000.  Small caps have nearly caught up....S&P YTD is up 25.6% while Russell 2000 YTD is up 21.4%.,positive
$UBNT still having some trouble at the resistance line. Should resolve soon.@cheri1 @strattonite   http://stks.co/c0sU4,neutral
Short on $ATVI from 24.55.,negative
CDX from watch list over line on volume of 15% ave full day,positive
`` Leipurin is a growing and rapidly internationalizing Group .,positive
"user jemberlin that is my number too, will be a good swing, but personally I hate AMD,",negative
H&P downgraded at Argus as drilling industry weakness seen persisting,negative
"Caterpillar reported lower sales across all three primary segments in the last quarter, adding to the industrial gl... https://t.co/XYlODrAvSu",negative
Japan Recession Risks Prompt Forecasts of 2020 Contraction,negative
IBM Has Its Head In The Clouds,neutral
watching CME today for possible breakout,positive
Medical-product companies with female directors recall products with high severity issues 35% faster than those witÃ¢â¬Â¦ https://t.co/598vPxQkdo,positive
user Why is BAC struggling to get up and moving today? > IMO We fill the gap & go p after !,positive
"The contracts awarded to date , in connection with the system , amount to a total EUR 36 million .",neutral
bot SYNM .52 bot PEIX .435,positive
With or without Huawei? German coalition delays decision on 5G rollout,neutral
"Directing Savings To Specific Investments Is Old-Fashioned, Says Finance Minister",neutral
"Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .",positive
"Glenmark Pharmaceuticals Limited Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",positive
"RT @Birdyword: South Korea's Moon Jae-in and Japan's Shinzo Abe aren't exactly good mates. But with a parliamentary majority, Moon now hasÃ¢â¬Â¦",negative
SANW btw I am not a buyer here. I already own a lot. I will add on pullback. I think there is a point in the future where this rockets,positive
JPMorgan Chase CEO Jamie Dimon said he sees a 'bad recession' in 2020. More here: https://t.co/YZkgXZzJUx https://t.co/6YDSlmQArh,negative
"Positive technical divergences are forming on the weekly charts for the Dow, S&P 500 and the Nasdaq. https://t.co/8W5rJovpTh",positive
IFA Irish Farmers Association : HAND IN LETTERS OF PROTEST TO MEAT INDUSTRY IRELAND AND MI... #IFA #economy https://t.co/xxnZ8OgPnG,negative
Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,positive
In order to grow u need to SPEND MONEY aka INVEST in the future. At 10x earnings CST is a steal and shorts will cover over time BuyTheDips,positive
Electronic Manufacturing Services Industry Procurement Intelligence Report | Evolving Opportunities with Jabil Inc and Flex Ltd in the Electronic Manufacturing Services Industry | SpendEdge,neutral
NKD looking like a good short. Failed to break price level resistance at 116 today.,negative
DE 5x vol many people gonna lose their butt if there is no buyout,negative
"Saudi, others resist Mexican plan to make small oil output cuts - sources #economy #MarketScreener https://t.co/VfOSxccQM3",neutral
Havilah Resources : Quarterly Activities & Cashflow Reports - Ending 31/10/19 #HavilahResources #Stock https://t.co/LaPh5EuvzI,neutral
"TransDigm Group EPS beats by $0.34, misses on revenue",neutral
"U.S. economy adds 225,000 jobs in January; 2019 annual figure revised downward",positive
VXX VXY may be in play SPY QQQ DIA may pull back Watch NG  GAZ AAP GD SV and some accumulation on GDX and NGT,positive
U.K. Names Pierce Envoy to U.S. at Critical Time for Allies,neutral
The company expects its net sales for the whole 2009 to remain below the 2008 level .,negative
Deutsche Bank welcomes Capital Group with 3.1% stake,neutral
Gold firms ahead of tariff deadline and central bank decisions https://t.co/EZFDczi5P9 https://t.co/kE9ngOnIBA,positive
"Sensex Plunges Over 1,600 Points From Day's High, Nifty Tests 8,800
https://t.co/tgPYPCSnUo",negative
Names to buy on pullbacks GS CEG FB F,positive
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",positive
adding more weight to MTG sorry folks u had ur fun. Hammer down time. Holding over night Have plenty of cushion from 5.89 short,negative
Johnsons manifesto demands voters take a lot on trust https://t.co/CR3aYBCVy4,neutral
"GS the current fib level support is  152.05. It bounce off of it today, not sure it will have the same luck next time it re-test.",negative
"Unlike its competitors, @MakerDAO isn't backed by government-issued currencies, but by other cryptocurrencies.  https://t.co/3GCSvHl8ry",neutral
4 Money Moves That'll Make You Richer in 2020,neutral
BQuick On Feb. 7: Top 10 Stories In Under 10 Minutes,neutral
Student Stephanie N said  HOY GACAMOE!!! In 30 SECONDS I made 24% OI on NFX.. :-D  user TradeSmart,negative
"Foreigners Turn Net Sellers Of Asian Bonds In February On Coronavirus Fears
https://t.co/aXHxvTUTb0",negative
"Greenleaf Foods, SPC, and Purple Carrot Partner to Deliver New Plant-based Protein Options to Customers Nationwide",neutral
Google Makes Another Cloud Acquisition During Antitrust Probe,neutral
"QCOM looking good here for a long, yesterday's close as stop",positive
The group had an order book of EUR 7.74 mn at the end of 2007 .,neutral
"For the full 2010 the company expects its net sales and operating result to improve from the previous year , saying that a positive operating result and its amount will depend on the order intake by the end of the summer .",positive
"A man is suing Burger King because the meatless Impossible Whopper is cooked on the same grill as meat products, th https://t.co/2WEnjgoIr1",negative
$VG - Vonage Holdings (VG) Investor Presentation - Slideshow. Sign up for updates on Seeking Alpha! https://t.co/QVdBVi8ycw,neutral
BAC Keep Overnight for Swing !,positive
JCC and VNG at 3 right in my wheel house,positive
BHP Billiton share price: Brazil to sue Samarco for ÃÂ£3.5bn,negative
Goldman Sachs Curbs New Lending on Coal and Arctic Oil,neutral
"On preliminary estimate , the hotel will operate under the brand Novotel .",neutral
"$JAN $LIVX $ANAB - MDCO, TIF among premarket gainers https://t.co/vVWcviZn0v",positive
MITK perfect example of cup and handle breakout from 4 to 5 - EVC has this pattern now,positive
"red, not ready for break out.",negative
Betsy DeVos: This Memo Will Better Protect Student Loan Borrowers,neutral
"Household debt jumps the most in 12 years, Federal Reserve report saysÂ https://t.co/kmqxVS6co3",negative
"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",neutral
"Chile Stuns Markets as Unemployment Falls, Manufacturing Rises",positive
BAC We can see another rally to 12.40 till 2pm but after --> Opex Power  will come.  Next Week Dividends + Buyback.,positive
AAP Samsung Galaxy S4 Promises More Pressure on IPhone,negative
$NKE gapping up to all time highs http://stks.co/q1jAu #tradeideas http://stks.co/r1j6c,positive
"World Already In Recession, Emerging Markets Need $2.5 Trillion: IMF's Kristalina Georgieva
https://t.co/gSLoFWTiBc",negative
"Energy has gone nowhere in the past decade, and it could get worse before it gets better https://t.co/PSDVJKnQ3B",negative
$POIA this is a great PR. I would not be surprised seeing this stock trading above $2 in after-hours.,positive
"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",positive
"RT @srussolillo: This is a really great chart and, perhaps, a hint of good news: How the market reacted 12 months after some of the biggestÃ¢â¬Â¦",positive
"PX - ong  11.40 - Trailing Stop  19.13 from 9 prior Stops of 17.31, 16.69, 14.17, 13.14, ... 10.40 and 9.40 -",positive
"The new wightwatchers ads are more fun and light and with regular people more interesting, but I still dont trust them WTW (no position)",negative
Market Wrap Video + Additions to Watch ist  including: AVP EOC INFI SEE SWY TAT,positive
"Even if the worst of the pandemic is over next month, job losses could be prolonged and their damaging effect evenÃ¢â¬Â¦ https://t.co/VtoXsQO5D1",negative
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,neutral
EDS Solid day agin for this one. I like jumpy stocks.,positive
$SES back over $6 possible EOD run,positive
2 Stocks That Are Soaring on Surging Demand for These Companies' Products,neutral
AAP gap fill and go? hope so!,positive
China EV startup Byton receives California distributor license,positive
TODAY: The U.K. is officially leaving the EU after 47 years in the bloc #BrexitDay https://t.co/wdvvpPB3My,neutral
"Chegg EPS beats by $0.06, beats on revenue",positive
$BOBE down $2.84  premarket,negative
"Pioneer Library System was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in The Big Read , the largest federal reading program in U.S. history .",positive
Congress is asking Airbnb to provide information about hosts that list short-term rentals on the site who dont com https://t.co/4XbG6HxVHy,neutral
Why Tiffany Stock Just Popped 6%,positive
GBP/USD Price Forecast  British Pound Rallies After Election Results,positive
"Hedge Funds Have Never Been More Bullish On MGE Energy, Inc. (MGEE)",positive
"Blackstone is investing $2 billion in Alnylam, giving the Massachusetts biotech company the cash it needs to bringÃ¢â¬Â¦ https://t.co/godFFsB1mr",positive
"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",neutral
"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .",positive
U.S. productivity rises in fourth quarter,positive
CSCO OO!! 21.,positive
AAP 450 is going to be hard with all the open interest for this week exp.,positive
"Stocks edge higher, but S&P 500 ends six-week streak of weekly gains https://t.co/hMPzjhuNPn",positive
Volatility made its appearance today as the Dow gave up a 1000-point rally. The volatility sword cuts both ways.,negative
Qualcomm Faces EU Probe Into Smartphone Technology,negative
"When the negotiations were started , Neste Oil anticipated that 450 people would be affected .",neutral
"Just kidding, more legible version. Currently long FS (tweeted on friday)",positive
AAP Full Stoch analysis yesterday,negative
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",neutral
We're Not Worried About MediciNova's (NASDAQ:MNOV) Cash Burn,neutral
Abiomed down 9% on study questioning value of impella heart pump,negative
ODP - Breaking out from resistance,positive
"AAP short-term outlook. 3 possible scenarios, 2 of them are bullish",positive
U.S. Open to Dialogue With Iran: Hook,neutral
AFFY little downside huge upside.  still holding 1/2 from thursday at cost basis of 1.50 from trimming into thursday's rally,positive
The economic costs of the coronavirus contagion have started to show up in the data for the Middle East https://t.co/l6FxkV1vzh,negative
"World Bank Forecasts Worst Economic Slump In South Asia In 40 Years
https://t.co/oOD4jxwWe3",negative
"AAP resistance near 500-bearish below 555, targets at 420 and 350",negative
"Electricity Use Falls To Lowest In Five Months Due To Lockdown
https://t.co/rKxydbrP2o",positive
"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+Ã±meri , the Northernmost part of the Gulf of Bothnia .",neutral
Stocks poised to pause record run,negative
".@bcope51 wishes he'd learned more about budgeting and basic personal finance skills in college, so he started teac https://t.co/q9sbthuhgg",neutral
$NSSC - NAPCO reports preliminary Q3 revenue slightly below estimates https://t.co/WI5LhsZPN8,negative
$BBRY hearing rumours of a major joint venture announcement.,positive
LHV : Loans of existing Danske Bank clients were transferred to LHV Pank #LHV #Stock #MarketScreener https://t.co/bUPHzBuSMf,neutral
"Tiberius Acquisition : CFTC Approves One Final, Two Proposed Rules at December 10 Open Meeting #TiberiusAcquisition https://t.co/XelZOiCiwl",neutral
Rise in U.S. Labor-Force Participation Led by Millennial Women,positive
Prohibition Ended Today 86 Years Ago https://t.co/tOM8CdQ9v3,neutral
India In Talks With Rosneft To Invest In Far East Russian Cluster,neutral
FAN just keeps on giving,negative
"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .",neutral
"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents .",neutral
ANF on the radar for a move above 48.70-49,positive
British Open canceled for first time since WWII due to coronavirus https://t.co/Q9rX2BQUWE,neutral
It inspects the companys strategic strengths and weaknesses .,neutral
Stock Market Update: Novartis acquires The Medicines Co. for nearly $10 billion,neutral
Avantor misses on revenue,negative
A in a clear downtrend with no sign of relief,negative
"RT @WSJheard: Social distancing has been good for Samsung so far, but that could change as the economy turns down, says @jackycwong
https:/Ã¢â¬Â¦",positive
$GOOS: Barclays starts at Overweight,positive
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .,positive
"NFX taking some off here, my 2nd trade",positive
"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson .",positive
Kate Spade Gets New CEO to Lead Turnaround Bid at Handbag Brand,neutral
"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",positive
RT @joannechiuhk: SoftBank Expects Nearly $17 Billion Loss on Tech-Focused Vision Fund  https://t.co/6UDu1Ovy30 via @WSJ,negative
"NEW: Bernie Sanders leads the Democratic field in a new national poll taken after the Iowa caucuses, with Joe Biden https://t.co/vPIt8PWKvi",neutral
Thailand's central bank faces a fresh battle to contain the baht's strength,neutral
Finablr : Ransomware-hit Travelex says it has recovered its UK website #Finablr #Stock #MarketScreener... https://t.co/DjDq3E2hNe,positive
AN is at least gonna sink to 7.60.,negative
from watch list on volume of 50% of ave full day a bit over line,positive
DCTH strong start,positive
BAC  Out  12.06 waiting for a pullback to comeback 3K profit   :),positive
"Nasdaq sheds 21 points, 0.2%, at the bell",negative
AMZN scale under 71 +4 looking for under 70 for next scale,negative
BoE's Haldane: We have not yet hit peak globalisation #economy #MarketScreener https://t.co/BAMp44H0w2 https://t.co/yUYhes88V2,neutral
U.S. and China to link tariff relief with failed deal from May - Bloomberg,neutral
4 of the Most Exclusive Credit Cards in the World -- and Their Rumored Benefits,neutral
GMX just like magic.,negative
"""We are only scraping the surface."" The British inventor who built his own 'Iron Man'-style suit has doubled the s https://t.co/yKjuZOueEt",neutral
Edited Transcript of RRR earnings conference call or presentation 4-Feb-20 9:30pm GMT,neutral
WMT how can you not look at these numbers and not see business slowing!,negative
Market Snapshot: Canadian crude oil is mainly exported to two regions in the United States #Stock #MarketScreener https://t.co/OpUcd7ByDT,neutral
"The New York Fed said it will shrink its repurchase agreement operations further, starting with Friday's overnight https://t.co/eAhxhyAocY",neutral
"Benefon , a wireless and GPS technology company , will supply Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",positive
AfterHours Most Advanced: NTSP MBS SINA MDX OPE STA CTT AIA BEAV DMD ZB PI GDOT AWI,positive
GOOG crosses above 800 wow !!,positive
"Homebuilders - $RYL breaking below support, watch this one.  $SPY",negative
"OCN closing off its highs recently, but volume remains on upside, no damage done yet",positive
$WORK up over 7% big move today,positive
SHOT FCX  32.81.,negative
"After PM Johnson's big win, what's next for Brexit",neutral
Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,neutral
Watch an energy focused #NYSESlice interview with @DominionEnergy From their beginnings in 1787 to their goals in https://t.co/qF29kVZzhs,neutral
"WPI - was on our short candidate list 12/31 and we missed it, got started short today",negative
$TNH Looks like an explosive setup if it can break the 20EMA and 105 level http://stks.co/b1SVH,positive
"Twitter, Inc. Just Reported And Analysts Have Been Lifting Their Price Targets",positive
Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,neutral
Market Wrap Video + Additions to Watch ist  including: AO GMC IMC IQNT JEC SOX,positive
user KEX with volume continuing I see this going to 4 - pretty easy - long today right above 3.00,positive
Wells Fargo Downgrades Netflix $NFLX to Underperform but sees as a takeover target. NFLX could get acquired: NFLX i https://t.co/vuNpYwRDSg,negative
"Euro Slumps to 4-Month Low Amid Weaker Data, Virus Fallout Fears",negative
Outbreak: How coronavirus swept through JPMorganÃ¢â¬â¢s trading floor https://t.co/Gs9igG8sA1,negative
Gamma Communications : acquires Unified Communications infrastructure provider Telsis ... #GammaCommunications https://t.co/OgVdyerr9w,neutral
GoPro's share price has had a ride as turbulent as some of the heart-stopping stunt videos the camera is responsibl https://t.co/gdiJt50HGK,negative
Everything Is Broken: The Most Profitable Trade Since 1993 Is Now Upside Down  https://t.co/gcsFDy6iFd,negative
"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .",positive
